filename,project,year,season,state,operator_affiliation,agent,apparatus,purpose,target_area,control_area,start_date,end_date,state_title,season_normalized,purpose_tokens,purpose_combo_normalized,agent_tokens,agent_combo_normalized,apparatus_tokens,apparatus_combo_normalized,start_date_inferred,end_date_inferred,duration_days_inferred,date_anomaly_flag
2021TXWTMA_Initial.pdf,west texas weather modification association,2021,"spring, summer, fall",texas,west texas weather modification association,"silver iodide, calcium chloride",airborne,increase precipitation,"sutton, crockett, reagan, irion, tom green, sterling, and schleicher counties in west texas",west texas area north of i20 and south of i10,3/15/21,10/31/21,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,"['silver iodide', 'calcium chloride']",silver iodide | calcium chloride,['airborne'],airborne,2021-03-15,2021-10-31,231.0,False
2021UTBC-1.pdf,book cliffs cloud seeding program,2022,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,portion of the book cliffs in northeastern utah,various sites around utah,12/1/21,4/30/22,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2021-12-01,2022-04-30,151.0,False
2021UTHU-1.pdf,high uintas,2022,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,portions of duchesne and uinta counties,various sites in utah,11/1/21,4/30/22,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2021-11-01,2022-04-30,181.0,False
2021UTNU-1.pdf,northern utah,2022,winter,utah,north american weather consultants,silver iodide,"ground, airborne",augment snowpack,"portions of box elder and cache counties, utah","various sites in utah, nevada and idaho",12/1/21,3/31/22,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2021-12-01,2022-03-31,121.0,False
2021UTSB-1.pdf,snowbird ski resort,2021,"fall, winter",utah,north american weather consultants,silver iodide,ground,augment snowpack,snowbird ski resort,,11/1/21,12/24/21,Utah,"fall, winter",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2021-11-01,2021-12-24,54.0,False
2021UTSC-1.pdf,"six creeks, utah",2022,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,wasatch range in salt lake county,,11/15/21,4/15/22,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2021-11-15,2022-04-15,152.0,False
2021UTSCF-1.pdf,southern and central utah,2022,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,southern and central utah,various sites in utah,11/1/21,4/15/22,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2021-11-01,2022-04-15,166.0,False
2021UTWU-1.pdf,"western uintas, utah",2022,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"weber and provo river basins over 7,000 feet elevation",various sites in utah,12/1/21,3/31/22,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2021-12-01,2022-03-31,121.0,False
2021WYMBSM-1.pdf,medicine bow / sierra madre weather modification project,2022,winter,wyoming,weather modification inc,silver iodide,airborne,augment snowpack,"medicine bow range and sierra madre range, south-central wyoming",,11/1/21,4/15/22,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['airborne'],airborne,2021-11-01,2022-04-15,166.0,False
2021WYNSR-1.pdf,wy aerial weather modification project,2022,winter,colorado,weather modification inc,silver iodide,airborne,augment snowpack,"never summer range, north-central colorado",,11/1/21,4/15/22,Colorado,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['airborne'],airborne,2021-11-01,2022-04-15,166.0,False
2021WYWR-1.pdf,wind river range weather modification project,2022,winter,wyoming,weather modification inc,silver iodide,ground,augment snowpack,"wind river range, west-central wyoming",,11/15/21,4/15/22,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2021-11-15,2022-04-15,152.0,False
2022CAECC-1.pdf,upper tuolumne river weather modification project,2023,"winter, spring",california,weather modification inc,silver iodide,airborne,increase precipitation,"upper tuolumne river watershed, east-central california",,11/1/22,4/30/23,California,"winter, spring",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2022-11-01,2023-04-30,181.0,False
2022CAKARB-1.pdf,kaweah river cloud seeding program,2023,winter,california,rhs consulting ltd,"silver iodide, hygroscopic aerosols","ground, airborne",augment snowpack,kaweah river basin,"merced river, tule river, cottonwood creek",11/1/22,4/30/23,California,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'hygroscopic aerosols']",silver iodide | hygroscopic aerosols,"['ground', 'airborne']",ground | airborne,2022-11-01,2023-04-30,181.0,False
2022CAKERB-1.pdf,kern river cloud seeding program,2023,winter,california,rhs consulting ltd,"silver iodide, hygroscopic aerosols","ground, airborne",augment snowpack,kern river basin,"merced river, tule river, cottonwood creek",10/20/22,4/30/23,California,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'hygroscopic aerosols']",silver iodide | hygroscopic aerosols,"['ground', 'airborne']",ground | airborne,2022-10-20,2023-04-30,193.0,False
2022CAKIRB-1.pdf,kings river basin cloud seeding program,2023,winter,california,rhs consulting ltd,silver iodide,"ground, airborne",augment snowpack,kings river basin,"merced river, tule river, cottonwood creek",11/1/22,4/15/23,California,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2022-11-01,2023-04-15,166.0,False
2022CAMOKE-1.pdf,mokelumne,2023,"winter, spring",california,pacific gas and electric company,"silver iodide, ammonium iodide",ground,"augment snowpack, increase runoff",central sierra nevada range,,11/1/22,5/31/23,California,"winter, spring","['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2022-11-01,2023-05-31,212.0,False
2022CASB-1.pdf,"santa barbara and san luis obispo counties, ca",2023,winter,california,north american weather consultants,silver iodide,ground,increase precipitation,santa barbara county and san luis obispo county california,various sites in southern california,12/1/22,3/31/23,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2022-12-01,2023-03-31,121.0,False
2022CASLO-1 copy.pdf,san luis obispo county cloud seeding program,2023,winter,california,north american weather consultants,silver iodide,ground,increase precipitation,san luis obispo county,various sites in southern california,12/1/22,4/15/23,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2022-12-01,2023-04-15,136.0,False
2022CAUARB-1.pdf,upper american river basin project,2023,winter,california,rhs consulting ltd,silver iodide,airborne,augment snowpack,"alpine county, amador county, el dorado county, placer county","cosumnes river, south fork merced river, yuba river",11/15/22,4/15/23,California,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['airborne'],airborne,2022-11-15,2023-04-15,152.0,False
2022COCCMRB-1.pdf,central colorado mountain river basin program,2023,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",central colorado mountain river basin,northern colorado continental division,11/1/22,4/15/23,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2022-11-01,2023-04-15,166.0,False
2022COGC-1.pdf,gunnison river basin cloud seeding program,2023,winter,colorado,north american weather consultants,silver iodide,ground,augment snowpack,"gunnison river basin, colorado",,11/15/22,4/15/23,Colorado,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2022-11-15,2023-04-15,152.0,False
2022CONCC-1.pdf,wy aerial weather modification project,2023,winter,colorado,weather modification inc,silver iodide,airborne,augment snowpack,"never summer range, north-central colorado",,11/8/22,4/22/23,Colorado,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['airborne'],airborne,2022-11-08,2023-04-22,166.0,False
2022COSJM-1.pdf,san juan mountains program,2023,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains,southeast utah mountains,11/1/22,4/15/23,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2022-11-01,2023-04-15,166.0,False
2022COVailBC-1.pdf,vail/beaver creek cloud seeding program,2023,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski area,flat tops mountains of colorado,11/1/22,3/31/23,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2022-11-01,2023-03-31,151.0,False
2022IDCCI.pdf,"clark county, idaho",2023,winter,idaho,clark county,silver iodide,ground,augment snowpack,eastern idaho,,11/1/22,5/31/23,Idaho,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2022-11-01,2023-05-31,212.0,False
2022IDCM-1.pdf,idaho power's upper snake project,2023,winter,idaho,idaho power company,silver iodide,"ground, airborne","augment snowpack, increase precipitation",upper snake basin,23 snotel sites to the northwest,11/1/22,4/30/23,Idaho,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2022-11-01,2023-04-30,181.0,False
2022IDUSB-1.pdf,idaho power's central mountain project,2023,winter,idaho,idaho power company,"silver iodide, propane","ground, airborne","augment snowpack, increase precipitation","payette, boise, and wood river basins",selected snotel sites northwest and north of target area,11/1/22,4/30/23,Idaho,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'propane']",silver iodide | propane,"['ground', 'airborne']",ground | airborne,2022-11-01,2023-04-30,181.0,False
2022TXNTP-1.pdf,north texas panhandle rain enhancement program,2022,"spring, summer",texas,panhandle groundwater conservation district,"silver iodide, calcium chloride",airborne,increase precipitation,"north texas panhandle (carson, gray, wheeler, armstrong, donley, roberts, potter, and hutchinson counties)",north texas panhandle,4/1/22,9/30/22,Texas,"spring, summer",['increase precipitation'],increase precipitation,"['silver iodide', 'calcium chloride']",silver iodide | calcium chloride,['airborne'],airborne,2022-04-01,2022-09-30,183.0,False
2022TXSTWMA-1.pdf,south texas weather modification association,2022,"spring, summer, fall",texas,south texas weather modification association,"silver iodide, calcium chloride",airborne,increase precipitation,"atascosa, bandera, bee, bexar, frio, karnes, mcmullen, medina, uvalde, and wilson counties",south texas,4/1/22,10/31/22,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,"['silver iodide', 'calcium chloride']",silver iodide | calcium chloride,['airborne'],airborne,2022-04-01,2022-10-31,214.0,False
2022TXTP-1.pdf,west texas weather modification association,2022,"spring, summer, fall",texas,west texas weather modification association,silver iodide,airborne,increase precipitation,trans-pecos region of far west texas,mountainous regions of far west texas,4/1/22,10/31/22,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2022-04-01,2022-10-31,214.0,False
2022TXWTWMA-1.pdf,west texas weather modification association,2022,"spring, summer, fall",texas,west texas weather modification association,"silver iodide, calcium chloride",airborne,increase precipitation,"sutton, crockett, reagan, irion, tom green, sterling and schleicher counties in west texas",west texas area north of i20 and south of i10,3/15/22,10/31/22,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,"['silver iodide', 'calcium chloride']",silver iodide | calcium chloride,['airborne'],airborne,2022-03-15,2022-10-31,231.0,False
2022UTBC-1 copy.pdf,book cliffs cloud seeding program,2023,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,portion of book cliffs in northeastern utah,various sites around utah,12/1/22,4/30/23,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2022-12-01,2023-04-30,151.0,False
