step,alpha,beta,sqrt_alpha,sqrt_one_minus_alpha
9.280000000000000000e+02,1.253604423254728317e-02,2.709484100341796875e-02,1.119644790887832642e-01,9.937121868133544922e-01
9.290000000000000000e+02,1.219165697693824768e-02,2.747178077697753906e-02,1.104158386588096619e-01,9.938854575157165527e-01
9.300000000000000000e+02,1.185200829058885574e-02,2.785909175872802734e-02,1.088669300079345703e-01,9.940563440322875977e-01
9.310000000000000000e+02,1.151707489043474197e-02,2.825963497161865234e-02,1.073176339268684387e-01,9.942247867584228516e-01
9.320000000000000000e+02,1.118691265583038330e-02,2.866721153259277344e-02,1.057682037353515625e-01,9.943908452987670898e-01
9.330000000000000000e+02,1.086149830371141434e-02,2.908885478973388672e-02,1.042185127735137939e-01,9.945544004440307617e-01
9.340000000000000000e+02,1.054083462804555893e-02,2.952295541763305664e-02,1.026685684919357300e-01,9.947156310081481934e-01
9.350000000000000000e+02,1.022490207105875015e-02,2.997225522994995117e-02,1.011182591319084167e-01,9.948744177818298340e-01
9.360000000000000000e+02,9.913749992847442627e-03,3.043079376220703125e-02,9.956781566143035889e-02,9.950307607650756836e-01
9.370000000000000000e+02,9.607358835637569427e-03,3.090566396713256836e-02,9.801713377237319946e-02,9.951847195625305176e-01
9.380000000000000000e+02,9.305731393396854401e-03,3.139543533325195312e-02,9.646622091531753540e-02,9.953362941741943359e-01
9.390000000000000000e+02,9.008868597447872162e-03,3.190106153488159180e-02,9.491506218910217285e-02,9.954853653907775879e-01
9.400000000000000000e+02,8.716754615306854248e-03,3.242516517639160156e-02,9.336356073617935181e-02,9.956320524215698242e-01
9.410000000000000000e+02,8.429435081779956818e-03,3.296172618865966797e-02,9.181195497512817383e-02,9.957763552665710449e-01
9.420000000000000000e+02,8.146888576447963715e-03,3.351902961730957031e-02,9.026011824607849121e-02,9.959182143211364746e-01
9.430000000000000000e+02,7.869120687246322632e-03,3.409498929977416992e-02,8.870806545019149780e-02,9.960576891899108887e-01
9.440000000000000000e+02,7.596134208142757416e-03,3.469085693359375000e-02,8.715580403804779053e-02,9.961947202682495117e-01
9.450000000000000000e+02,7.327907718718051910e-03,3.531092405319213867e-02,8.560319989919662476e-02,9.963293075561523438e-01
9.460000000000000000e+02,7.064488716423511505e-03,3.594738245010375977e-02,8.405051380395889282e-02,9.964615106582641602e-01
9.470000000000000000e+02,6.805858574807643890e-03,3.660988807678222656e-02,8.249762654304504395e-02,9.965912699699401855e-01
9.480000000000000000e+02,6.552016828209161758e-03,3.729754686355590820e-02,8.094453066587448120e-02,9.967185854911804199e-01
9.490000000000000000e+02,6.302951369434595108e-03,3.801357746124267578e-02,7.939112931489944458e-02,9.968435168266296387e-01
9.500000000000000000e+02,6.058698985725641251e-03,3.875207901000976562e-02,7.783764600753784180e-02,9.969660639762878418e-01
9.510000000000000000e+02,5.819245241582393646e-03,3.952229022979736328e-02,7.628397643566131592e-02,9.970861077308654785e-01
9.520000000000000000e+02,5.584591068327426910e-03,4.032379388809204102e-02,7.473012059926986694e-02,9.972037672996520996e-01
9.530000000000000000e+02,5.354739725589752197e-03,4.115813970565795898e-02,7.317608594894409180e-02,9.973190426826477051e-01
9.540000000000000000e+02,5.129675380885601044e-03,4.203087091445922852e-02,7.162175327539443970e-02,9.974318742752075195e-01
9.550000000000000000e+02,4.909435287117958069e-03,4.293453693389892578e-02,7.006736099720001221e-02,9.975422620773315430e-01
9.560000000000000000e+02,4.694004543125629425e-03,4.388093948364257812e-02,6.851280480623245239e-02,9.976502656936645508e-01
9.570000000000000000e+02,4.483384080231189728e-03,4.487007856369018555e-02,6.695807725191116333e-02,9.977557659149169922e-01
9.580000000000000000e+02,4.277562256902456284e-03,4.590767621994018555e-02,6.540307402610778809e-02,9.978589415550231934e-01
9.590000000000000000e+02,4.076570272445678711e-03,4.698753356933593750e-02,6.384802609682083130e-02,9.979596138000488281e-01
9.600000000000000000e+02,3.880396019667387009e-03,4.812240600585937500e-02,6.229282543063163757e-02,9.980579018592834473e-01
9.610000000000000000e+02,3.689040429890155792e-03,4.931342601776123047e-02,6.073747202754020691e-02,9.981537461280822754e-01
9.620000000000000000e+02,3.502506064251065254e-03,5.056446790695190430e-02,5.918197333812713623e-02,9.982472062110900879e-01
9.630000000000000000e+02,3.320780117064714432e-03,5.188453197479248047e-02,5.762621015310287476e-02,9.983382225036621094e-01
9.640000000000000000e+02,3.143892623484134674e-03,5.326682329177856445e-02,5.607042461633682251e-02,9.984267950057983398e-01
9.650000000000000000e+02,2.971831243485212326e-03,5.472874641418457031e-02,5.451450496912002563e-02,9.985129833221435547e-01
9.660000000000000000e+02,2.804597839713096619e-03,5.627286434173583984e-02,5.295845493674278259e-02,9.985967278480529785e-01
9.670000000000000000e+02,2.642193809151649475e-03,5.790632963180541992e-02,5.140227451920509338e-02,9.986780285835266113e-01
9.680000000000000000e+02,2.484608674421906471e-03,5.964177846908569336e-02,4.984584823250770569e-02,9.987569451332092285e-01
9.690000000000000000e+02,2.331868279725313187e-03,6.147462129592895508e-02,4.828942194581031799e-02,9.988334178924560547e-01
9.700000000000000000e+02,2.183962147682905197e-03,6.342816352844238281e-02,4.673288017511367798e-02,9.989073872566223145e-01
9.710000000000000000e+02,2.040891209617257118e-03,6.550979614257812500e-02,4.517622292041778564e-02,9.989790320396423340e-01
9.720000000000000000e+02,1.902646385133266449e-03,6.773746013641357422e-02,4.361933469772338867e-02,9.990482330322265625e-01
9.730000000000000000e+02,1.769250608049333096e-03,7.011067867279052734e-02,4.206246137619018555e-02,9.991149902343750000e-01
9.740000000000000000e+02,1.640694565139710903e-03,7.266128063201904297e-02,4.050548747181892395e-02,9.991793036460876465e-01
9.750000000000000000e+02,1.516978838481009007e-03,7.540446519851684570e-02,3.894841298460960388e-02,9.992412328720092773e-01
9.760000000000000000e+02,1.398105174303054810e-03,7.836210727691650391e-02,3.739124536514282227e-02,9.993007183074951172e-01
9.770000000000000000e+02,1.284065889194607735e-03,8.156704902648925781e-02,3.583386540412902832e-02,9.993577599525451660e-01
9.780000000000000000e+02,1.174879958853125572e-03,8.503139019012451172e-02,3.427652269601821899e-02,9.994124174118041992e-01
9.790000000000000000e+02,1.070538884960114956e-03,8.880996704101562500e-02,3.271909058094024658e-02,9.994645714759826660e-01
9.800000000000000000e+02,9.710442973300814629e-04,9.293878078460693359e-02,3.116158396005630493e-02,9.995144009590148926e-01
9.810000000000000000e+02,8.763896767050027847e-04,9.747713804244995117e-02,2.960387989878654480e-02,9.995617270469665527e-01
9.820000000000000000e+02,7.865906809456646442e-04,1.024646759033203125e-01,2.804622426629066467e-02,9.996066093444824219e-01
9.830000000000000000e+02,7.016406161710619926e-04,1.079977750778198242e-01,2.648849971592426300e-02,9.996491074562072754e-01
9.840000000000000000e+02,6.215404137037694454e-04,1.141613125801086426e-01,2.493071183562278748e-02,9.996891617774963379e-01
9.850000000000000000e+02,5.462907138280570507e-04,1.210696697235107422e-01,2.337286248803138733e-02,9.997268319129943848e-01
9.860000000000000000e+02,4.758870636578649282e-04,1.288757920265197754e-01,2.181483618915081024e-02,9.997620582580566406e-01
9.870000000000000000e+02,4.103411338292062283e-04,1.377342343330383301e-01,2.025687880814075470e-02,9.997948408126831055e-01
9.880000000000000000e+02,3.496477147564291954e-04,1.479096412658691406e-01,1.869886927306652069e-02,9.998251795768737793e-01
9.890000000000000000e+02,2.938075922429561615e-04,1.597039699554443359e-01,1.714081689715385437e-02,9.998530745506286621e-01
9.900000000000000000e+02,2.428212173981592059e-04,1.735365986824035645e-01,1.558272168040275574e-02,9.998785853385925293e-01
9.910000000000000000e+02,1.966857380466535687e-04,1.899977326393127441e-01,1.402446907013654709e-02,9.999016523361206055e-01
9.920000000000000000e+02,1.554086920805275440e-04,2.098629474639892578e-01,1.246630214154720306e-02,9.999222755432128906e-01
9.930000000000000000e+02,1.189867616631090641e-04,2.343622446060180664e-01,1.090810541063547134e-02,9.999405145645141602e-01
9.940000000000000000e+02,8.742028876440599561e-05,2.652940154075622559e-01,9.349881671369075775e-03,9.999562501907348633e-01
9.950000000000000000e+02,6.070771996746771038e-05,3.055648803710937500e-01,7.791515905410051346e-03,9.999696016311645508e-01
9.960000000000000000e+02,3.885340993292629719e-05,3.599922657012939453e-01,6.233250256627798080e-03,9.999805688858032227e-01
9.970000000000000000e+02,2.185534685850143433e-05,4.374921917915344238e-01,4.674970172345638275e-03,9.999890327453613281e-01
9.980000000000000000e+02,9.713683539303019643e-06,5.555465817451477051e-01,3.116678213700652122e-03,9.999951124191284180e-01
9.990000000000000000e+02,2.428544121357845142e-06,7.499873042106628418e-01,1.558378688059747219e-03,9.999987483024597168e-01
1.000000000000000000e+03,1.910685465164705006e-15,1.000000000000000000e+00,4.371138828673792887e-08,1.000000000000000000e+00
