N,d,r,total_shots,unique_bitstrings,ideal_success_count,ideal_success_prob,ideal_success_std_error,wilson_low,wilson_high,counts_path,ideal_path,ideal_bitstring
32,12,3,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r3_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r3_MB_ideal_bitstring.json,11111111101100001000100110110111
32,12,4,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r4_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r4_MB_ideal_bitstring.json,01101111011101000000111100001011
32,12,5,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r5_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r5_MB_ideal_bitstring.json,11101100110011110010101110001100
32,12,6,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r6_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r6_MB_ideal_bitstring.json,01110111100000101010110111010101
32,12,7,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r7_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r7_MB_ideal_bitstring.json,00101000111001111110111000010100
32,12,8,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r8_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r8_MB_ideal_bitstring.json,11111100001001011110111100010100
32,12,9,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r9_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r9_MB_ideal_bitstring.json,10000111111011110011001010001011
32,12,10,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r10_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r10_MB_ideal_bitstring.json,10100011100101000100001111111100
32,12,11,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r11_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r11_MB_ideal_bitstring.json,10000010010000000100111010011111
32,12,12,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r12_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r12_MB_ideal_bitstring.json,11011100101110011110000001001111
32,12,13,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r13_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r13_MB_ideal_bitstring.json,10110110001001110110100000011100
32,12,14,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r14_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r14_MB_ideal_bitstring.json,01100110110011111101001011110111
32,12,15,20,4,17,0.85,0.07984359711335656,0.7536514260443736,0.9130152406222929,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r15_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r15_MB_ideal_bitstring.json,10101111111000011001000110100010
32,12,16,20,11,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r16_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r16_MB_ideal_bitstring.json,11100111001000100101110110010010
32,12,17,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r17_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r17_MB_ideal_bitstring.json,00010100011000001011110001101000
32,12,18,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r18_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r18_MB_ideal_bitstring.json,00101000001001010110001111100111
32,12,19,20,8,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r19_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r19_MB_ideal_bitstring.json,00110011100101110101101010000100
32,12,20,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r20_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r20_MB_ideal_bitstring.json,01000010110011010111011111011011
32,12,21,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r21_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r21_MB_ideal_bitstring.json,01100101010011010100000000110101
32,12,22,20,12,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r22_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r22_MB_ideal_bitstring.json,01101000101011100010110000111111
32,12,23,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r23_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r23_MB_ideal_bitstring.json,01101011010111110000100000101101
32,12,24,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r24_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r24_MB_ideal_bitstring.json,10001010101010001000001010110111
32,12,25,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r25_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r25_MB_ideal_bitstring.json,10001010010100111100111100101000
32,12,26,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r26_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r26_MB_ideal_bitstring.json,11010000010100101110011100110001
32,12,27,20,9,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r27_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r27_MB_ideal_bitstring.json,00011111000010001000100001001111
32,12,28,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r28_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r28_MB_ideal_bitstring.json,00011000000001001010001111001010
32,12,29,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r29_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r29_MB_ideal_bitstring.json,11010111010001110101110100100011
32,12,30,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r30_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r30_MB_ideal_bitstring.json,10000111101111000001011111000110
32,12,31,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r31_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r31_MB_ideal_bitstring.json,01100011011010010000001100100100
32,12,32,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r32_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r32_MB_ideal_bitstring.json,10010011010011100011001110101000
32,12,33,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r33_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r33_MB_ideal_bitstring.json,10110110100010101001001101101011
32,12,34,20,9,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r34_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r34_MB_ideal_bitstring.json,01001010011010010001001000000010
32,12,35,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r35_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r35_MB_ideal_bitstring.json,00000010110000011111010101100111
32,12,36,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r36_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r36_MB_ideal_bitstring.json,10101100000110101010111011011110
32,12,37,20,6,15,0.75,0.09682458365518543,0.6428571428571429,0.8333333333333334,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r37_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r37_MB_ideal_bitstring.json,00110010101011101111111000110111
32,12,38,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r38_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r38_MB_ideal_bitstring.json,11011000000010101111111001001000
32,12,39,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r39_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r39_MB_ideal_bitstring.json,01101110101111100110001001111111
32,12,40,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r40_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r40_MB_ideal_bitstring.json,11001100110011010100010001010110
32,12,41,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r41_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r41_MB_ideal_bitstring.json,00010011010001011011011010010111
32,12,42,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r42_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r42_MB_ideal_bitstring.json,01100100101001001101001000110111
32,12,43,20,6,15,0.75,0.09682458365518543,0.6428571428571429,0.8333333333333334,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r43_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r43_MB_ideal_bitstring.json,01100111001000001000101001011101
32,12,44,20,5,16,0.8,0.08944271909999157,0.6972658303761585,0.8741627410524129,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r44_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r44_MB_ideal_bitstring.json,01111010010000001000011000011000
32,12,45,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r45_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r45_MB_ideal_bitstring.json,01111000011001010011001001010110
32,12,46,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r46_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r46_MB_ideal_bitstring.json,01011001100110101100110100010011
32,12,47,20,5,16,0.8,0.08944271909999157,0.6972658303761585,0.8741627410524129,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r47_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r47_MB_ideal_bitstring.json,10101000100101110010011101101011
32,12,48,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r48_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r48_MB_ideal_bitstring.json,10011001110110101010101110100101
32,12,49,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r49_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r49_MB_ideal_bitstring.json,11110000111110111111101100111001
32,12,50,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r50_MB_counts.json,data/results/N_scan_depth12/N32_d12_MB/N32_d12_r50_MB_ideal_bitstring.json,11110011011111000100101100110110
40,8,1,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d8_MB/N40_d8_r1_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r1_MB_ideal_bitstring.json,0110110110010101111100111000000011101011
40,8,2,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d8_MB/N40_d8_r2_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r2_MB_ideal_bitstring.json,0010101111001111000111111111111100010011
40,8,3,20,6,15,0.75,0.09682458365518543,0.6428571428571429,0.8333333333333334,data/results/N40_verification/N40_d8_MB/N40_d8_r3_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r3_MB_ideal_bitstring.json,1001011011001111001100011010010100011101
40,8,4,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d8_MB/N40_d8_r4_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r4_MB_ideal_bitstring.json,1111011111011111100001100110000110100011
40,8,5,20,6,15,0.75,0.09682458365518543,0.6428571428571429,0.8333333333333334,data/results/N40_verification/N40_d8_MB/N40_d8_r5_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r5_MB_ideal_bitstring.json,1100100000011111001111011000111110101110
40,8,6,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d8_MB/N40_d8_r6_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r6_MB_ideal_bitstring.json,1101100000110010111010010101101001110011
40,8,7,20,4,17,0.85,0.07984359711335656,0.7536514260443736,0.9130152406222929,data/results/N40_verification/N40_d8_MB/N40_d8_r7_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r7_MB_ideal_bitstring.json,0101011101100110010001111101001101001100
40,8,8,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d8_MB/N40_d8_r8_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r8_MB_ideal_bitstring.json,0111101110100110011110100100011111101101
40,8,9,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d8_MB/N40_d8_r9_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r9_MB_ideal_bitstring.json,1001010000111100110001100101111101111100
40,8,10,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N40_verification/N40_d8_MB/N40_d8_r10_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r10_MB_ideal_bitstring.json,1010111000000111000111110101010100101010
40,8,11,20,6,15,0.75,0.09682458365518543,0.6428571428571429,0.8333333333333334,data/results/N40_verification/N40_d8_MB/N40_d8_r11_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r11_MB_ideal_bitstring.json,1100100001110011100110100111001001011110
40,8,12,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N40_verification/N40_d8_MB/N40_d8_r12_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r12_MB_ideal_bitstring.json,0111110100100011011101111110000000111111
40,8,13,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d8_MB/N40_d8_r13_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r13_MB_ideal_bitstring.json,1111011001100101010110101001100010111010
40,8,14,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d8_MB/N40_d8_r14_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r14_MB_ideal_bitstring.json,1110111000010011111000111101011100111100
40,8,15,20,8,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d8_MB/N40_d8_r15_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r15_MB_ideal_bitstring.json,1000011101000101000101100111010000000110
40,8,16,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d8_MB/N40_d8_r16_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r16_MB_ideal_bitstring.json,0101001000001001101100001010011011000110
40,8,17,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N40_verification/N40_d8_MB/N40_d8_r17_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r17_MB_ideal_bitstring.json,0111010010000110110010110111011011010101
40,8,18,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d8_MB/N40_d8_r18_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r18_MB_ideal_bitstring.json,0000011001001001011011110001111100101011
40,8,19,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N40_verification/N40_d8_MB/N40_d8_r19_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r19_MB_ideal_bitstring.json,0110101010100111010111101001001001101000
40,8,20,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d8_MB/N40_d8_r20_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r20_MB_ideal_bitstring.json,0001101101100010010010101011011000000010
40,8,21,20,6,15,0.75,0.09682458365518543,0.6428571428571429,0.8333333333333334,data/results/N40_verification/N40_d8_MB/N40_d8_r21_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r21_MB_ideal_bitstring.json,1001011001100011000000100000101100011010
40,8,22,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d8_MB/N40_d8_r22_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r22_MB_ideal_bitstring.json,0100101101000111011010011011001000100011
40,8,23,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N40_verification/N40_d8_MB/N40_d8_r23_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r23_MB_ideal_bitstring.json,0100000110011011011101110011100100110100
40,8,24,20,11,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N40_verification/N40_d8_MB/N40_d8_r24_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r24_MB_ideal_bitstring.json,0100110101000000010110001110011100001010
40,8,25,20,6,15,0.75,0.09682458365518543,0.6428571428571429,0.8333333333333334,data/results/N40_verification/N40_d8_MB/N40_d8_r25_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r25_MB_ideal_bitstring.json,1010100100110111011101011101010100100110
40,8,26,20,5,16,0.8,0.08944271909999157,0.6972658303761585,0.8741627410524129,data/results/N40_verification/N40_d8_MB/N40_d8_r26_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r26_MB_ideal_bitstring.json,0000110000111011010000001100001111111111
40,8,27,20,6,15,0.75,0.09682458365518543,0.6428571428571429,0.8333333333333334,data/results/N40_verification/N40_d8_MB/N40_d8_r27_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r27_MB_ideal_bitstring.json,0011110011100100000110011110000100011001
40,8,28,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d8_MB/N40_d8_r28_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r28_MB_ideal_bitstring.json,0011011011111001111001001100110100111101
40,8,29,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d8_MB/N40_d8_r29_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r29_MB_ideal_bitstring.json,1101101110110000111011010011100110100000
40,8,30,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d8_MB/N40_d8_r30_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r30_MB_ideal_bitstring.json,1010110010010100111110100110010011110100
40,8,31,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N40_verification/N40_d8_MB/N40_d8_r31_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r31_MB_ideal_bitstring.json,1110110010111101101000001111100011010100
